passenger1_id,completed,passenger_cancelled,Time,P-Cancel Rate,Ride Rate
2951480,0,1,1,1.00,0.00
2952307,0,2,1,1.00,0.00
2952322,6,2,1,0.25,0.43
2952758,5,1,5,0.17,0.36
2952763,10,2,2,0.17,0.71
2952998,1,1,2,0.50,0.07
2953083,2,1,1,0.33,0.14
2953101,3,2,1,0.40,0.21
2953195,19,1,1,0.05,1.36
2953252,2,5,1,0.71,0.14
2953288,0,2,1,1.00,0.00
2953437,11,2,1,0.15,0.79
2953951,17,1,1,0.06,1.21
2954363,1,1,2,0.50,0.07
2955399,7,1,1,0.13,0.50
2955541,4,1,1,0.20,0.29
2957172,1,1,2,0.50,0.07
2957192,1,1,2,0.50,0.07
2957250,14,1,1,0.07,1.00
2957755,4,1,1,0.20,0.29
2957783,2,1,1,0.33,0.14
2957800,2,1,1,0.33,0.14
2958021,2,2,1,0.50,0.14
2958088,0,1,1,1.00,0.00
2958185,0,2,1,1.00,0.00
2958331,1,1,2,0.50,0.07
2958347,6,2,1,0.25,0.43
2958431,10,4,2,0.29,0.71
2958443,8,1,1,0.11,0.57
2958457,0,1,1,1.00,0.00
2958902,2,1,1,0.33,0.14
2959328,0,1,1,1.00,0.00
2959546,1,1,2,0.50,0.07
2959670,5,2,5,0.29,0.36
2960567,25,2,2,0.07,1.79
2960766,1,1,2,0.50,0.07
2961055,5,2,5,0.29,0.36
2961191,1,1,2,0.50,0.07
2961496,5,1,5,0.17,0.36
2961555,3,1,1,0.25,0.21
2961690,2,2,1,0.50,0.14
2962277,4,1,1,0.20,0.29
2962600,4,2,1,0.33,0.29
2962952,11,1,1,0.08,0.79
2964079,3,1,1,0.25,0.21
2964671,9,2,1,0.18,0.64
2965182,1,4,2,0.80,0.07
2965263,0,1,1,1.00,0.00
2965453,0,2,1,1.00,0.00
2965933,1,1,2,0.50,0.07
2966122,0,1,1,1.00,0.00
2966442,0,3,1,1.00,0.00
2967041,1,5,2,0.83,0.07
2967680,0,1,1,1.00,0.00
2968004,0,1,1,1.00,0.00
2968631,3,1,1,0.25,0.21
2968712,4,1,1,0.20,0.29
2968789,9,1,1,0.10,0.64
2969350,3,1,1,0.25,0.21
2969976,15,2,1,0.12,1.07
2970567,4,1,1,0.20,0.29
2970662,1,1,2,0.50,0.07
2970757,0,1,1,1.00,0.00
2970962,2,1,1,0.33,0.14
2970975,0,1,1,1.00,0.00
2971359,5,1,5,0.17,0.36
2971506,7,1,1,0.13,0.50
2971545,23,2,1,0.08,1.64
2971570,9,1,1,0.10,0.64
2971576,7,2,1,0.22,0.50
2971657,5,4,5,0.44,0.36
2972246,4,1,1,0.20,0.29
2972254,0,1,1,1.00,0.00
2972510,2,7,1,0.78,0.14
2972653,6,3,1,0.33,0.43
2973552,2,1,1,0.33,0.14
2973730,11,1,1,0.08,0.79
2973758,2,1,1,0.33,0.14
2973766,8,1,1,0.11,0.57
2973804,2,1,1,0.33,0.14
2974193,14,1,1,0.07,1.00
2974947,0,1,1,1.00,0.00
2975721,0,1,1,1.00,0.00
2976242,2,2,1,0.50,0.14
2976384,0,1,1,1.00,0.00
2976605,9,1,1,0.10,0.64
2976667,2,2,1,0.50,0.14
2976691,4,1,1,0.20,0.29
2977501,4,3,1,0.43,0.29
2980345,17,3,1,0.15,1.21
2980471,7,2,1,0.22,0.50
2980569,1,1,2,0.50,0.07
2981041,2,3,1,0.60,0.14
2981271,10,2,2,0.17,0.71
2981356,8,2,1,0.20,0.57
2981619,9,1,1,0.10,0.64
2982034,5,2,5,0.29,0.36
2982080,1,1,2,0.50,0.07
2982773,0,1,1,1.00,0.00
2984608,3,5,1,0.63,0.21
2985044,2,1,1,0.33,0.14
2985102,1,2,2,0.67,0.07
2986724,3,2,1,0.40,0.21
2986959,0,4,1,1.00,0.00
2986960,10,1,2,0.09,0.71
2987185,1,1,2,0.50,0.07
2987390,2,1,1,0.33,0.14
2987432,0,1,1,1.00,0.00
2987613,0,1,1,1.00,0.00
2987687,14,2,1,0.13,1.00
2988888,0,1,1,1.00,0.00
2992636,8,2,1,0.20,0.57
2993462,9,1,1,0.10,0.64
2994802,8,2,1,0.20,0.57
2995056,3,3,1,0.50,0.21
2996922,0,1,1,1.00,0.00
2997802,7,1,1,0.13,0.50
2998485,7,2,1,0.22,0.50
2998977,0,1,1,1.00,0.00
2999713,3,2,1,0.40,0.21
3002140,6,2,1,0.25,0.43
3002243,12,2,1,0.14,0.86
3002627,13,3,3,0.19,0.93
3002708,7,2,1,0.22,0.50
3002718,6,2,1,0.25,0.43
3002768,9,1,1,0.10,0.64
3003093,16,2,2,0.11,1.14
3003243,4,1,1,0.20,0.29
3004099,5,1,5,0.17,0.36
3004279,0,1,1,1.00,0.00
3004429,14,3,1,0.18,1.00
3004450,6,2,1,0.25,0.43
3004475,11,3,1,0.21,0.79
3004539,7,2,1,0.22,0.50
3004600,0,1,1,1.00,0.00
3004697,4,2,1,0.33,0.29
3004706,7,1,1,0.13,0.50
3004721,6,1,1,0.14,0.43
3004781,4,1,1,0.20,0.29
3004823,7,1,1,0.13,0.50
3004846,1,1,2,0.50,0.07
3004852,21,3,3,0.13,1.50
3005181,0,1,1,1.00,0.00
3005291,9,2,1,0.18,0.64
3005462,10,5,2,0.33,0.71
3005494,8,1,1,0.11,0.57
3005716,0,1,1,1.00,0.00
3005736,13,1,3,0.07,0.93
3005815,6,1,1,0.14,0.43
3005827,1,1,2,0.50,0.07
3005886,3,1,1,0.25,0.21
3006098,11,1,1,0.08,0.79
3006262,5,1,5,0.17,0.36
3006400,0,1,1,1.00,0.00
3006495,0,2,1,1.00,0.00
3006746,9,4,1,0.31,0.64
3007048,2,1,1,0.33,0.14
3007236,19,3,1,0.14,1.36
3007352,3,1,1,0.25,0.21
3007461,2,2,1,0.50,0.14
3007697,0,1,1,1.00,0.00
3007737,7,3,1,0.30,0.50
3008117,1,1,2,0.50,0.07
3008225,0,1,1,1.00,0.00
3008344,1,1,2,0.50,0.07
3009757,0,2,1,1.00,0.00
3009847,1,1,2,0.50,0.07
3010159,28,1,3,0.03,2.00
3010196,6,2,1,0.25,0.43
3010369,0,2,1,1.00,0.00
3012164,2,2,1,0.50,0.14
3012619,1,1,2,0.50,0.07
3013250,11,1,1,0.08,0.79
3014479,3,1,1,0.25,0.21
3014626,5,3,5,0.38,0.36
3014800,1,1,2,0.50,0.07
3015304,11,3,1,0.21,0.79
3015416,0,1,1,1.00,0.00
3015878,4,1,1,0.20,0.29
3016656,4,2,1,0.33,0.29
3016986,3,1,1,0.25,0.21
3017547,0,1,1,1.00,0.00
3017809,6,1,1,0.14,0.43
3018671,2,1,1,0.33,0.14
3019433,4,2,1,0.33,0.29
3020511,6,1,1,0.14,0.43
3020679,1,1,2,0.50,0.07
3020836,3,3,1,0.50,0.21
3021340,4,1,1,0.20,0.29
3021462,11,2,1,0.15,0.79
3021822,13,1,3,0.07,0.93
3021886,19,2,1,0.10,1.36
3021988,10,1,2,0.09,0.71
3022141,5,1,5,0.17,0.36
3022193,10,3,2,0.23,0.71
3022237,0,1,1,1.00,0.00
3022372,3,1,1,0.25,0.21
3022477,26,1,4,0.04,1.86
3022620,6,1,1,0.14,0.43
3022697,8,1,1,0.11,0.57
3022734,6,1,1,0.14,0.43
3022769,1,1,2,0.50,0.07
3022938,2,2,1,0.50,0.14
3022967,14,3,1,0.18,1.00
3023107,2,1,1,0.33,0.14
3023494,0,1,1,1.00,0.00
3023514,0,1,1,1.00,0.00
3023549,10,2,2,0.17,0.71
3023771,6,3,1,0.33,0.43
3023955,10,1,2,0.09,0.71
3024775,6,1,1,0.14,0.43
3024795,7,1,1,0.13,0.50
3025055,1,2,2,0.67,0.07
3025751,15,1,1,0.06,1.07
3026093,0,1,1,1.00,0.00
3026647,7,1,1,0.13,0.50
3027221,13,3,3,0.19,0.93
3027415,6,2,1,0.25,0.43
3027573,15,3,1,0.17,1.07
3027829,3,1,1,0.25,0.21
3028029,2,1,1,0.33,0.14
3028071,11,1,1,0.08,0.79
3028323,8,6,1,0.43,0.57
3028654,5,2,5,0.29,0.36
3029115,0,1,1,1.00,0.00
3029254,13,1,3,0.07,0.93
3029261,8,2,1,0.20,0.57
3029339,0,2,1,1.00,0.00
3029388,1,1,2,0.50,0.07
3029681,7,2,1,0.22,0.50
3030022,5,1,5,0.17,0.36
3030244,10,1,2,0.09,0.71
3030394,14,3,1,0.18,1.00
3030952,0,1,1,1.00,0.00
3031096,4,1,1,0.20,0.29
3031343,5,3,5,0.38,0.36
3031724,9,2,1,0.18,0.64
3032400,5,4,5,0.44,0.36
3032435,14,2,1,0.13,1.00
3032520,2,1,1,0.33,0.14
3032576,8,1,1,0.11,0.57
3032618,0,2,1,1.00,0.00
3032632,10,1,2,0.09,0.71
3032643,0,1,1,1.00,0.00
3032658,0,1,1,1.00,0.00
3033150,0,2,1,1.00,0.00
3033325,6,3,1,0.33,0.43
3034067,8,2,1,0.20,0.57
3035020,0,1,1,1.00,0.00
3035529,3,1,1,0.25,0.21
3035575,0,1,1,1.00,0.00
3035851,6,1,1,0.14,0.43
3036089,1,1,2,0.50,0.07
3036351,3,1,1,0.25,0.21
3036475,3,3,1,0.50,0.21
3036923,15,4,1,0.21,1.07
3037482,8,1,1,0.11,0.57
3037628,4,3,1,0.43,0.29
3037643,9,1,1,0.10,0.64
3038515,1,6,2,0.86,0.07
3038961,0,1,1,1.00,0.00
3039168,1,1,2,0.50,0.07
3039278,5,1,5,0.17,0.36
3039337,4,1,1,0.20,0.29
3039346,15,2,1,0.12,1.07
3039777,12,9,1,0.43,0.86
3040376,3,1,1,0.25,0.21
3041464,2,2,1,0.50,0.14
3041534,0,1,1,1.00,0.00
3041965,11,3,1,0.21,0.79
3042220,3,1,1,0.25,0.21
3043611,0,1,1,1.00,0.00
3043828,0,2,1,1.00,0.00
3045133,6,2,1,0.25,0.43
3045293,16,3,2,0.16,1.14
3045628,2,1,1,0.33,0.14
3046646,0,1,1,1.00,0.00
3047363,15,3,1,0.17,1.07
3048523,8,1,1,0.11,0.57
3049254,11,1,1,0.08,0.79
3050183,15,1,1,0.06,1.07
3050457,3,2,1,0.40,0.21
3050556,0,4,1,1.00,0.00
3050868,7,3,1,0.30,0.50
3050981,1,1,2,0.50,0.07
3051120,4,3,1,0.43,0.29
3051222,0,1,1,1.00,0.00
3051313,4,1,1,0.20,0.29
3051536,4,3,1,0.43,0.29
3053172,2,3,1,0.60,0.14
3053294,12,5,1,0.29,0.86
3053401,5,1,5,0.17,0.36
3054802,8,2,1,0.20,0.57
3055819,15,1,1,0.06,1.07
3055835,1,1,2,0.50,0.07
3056608,21,1,3,0.05,1.50
3057003,6,1,1,0.14,0.43
3057339,1,1,2,0.50,0.07
3057980,4,3,1,0.43,0.29
3058418,6,2,1,0.25,0.43
3058679,0,1,1,1.00,0.00
3059076,1,2,2,0.67,0.07
3059878,2,2,1,0.50,0.14
3060083,4,1,1,0.20,0.29
3060225,33,3,6,0.08,2.36
3060526,15,1,1,0.06,1.07
3060600,3,3,1,0.50,0.21
3060672,7,1,1,0.13,0.50
3060683,3,1,1,0.25,0.21
3060890,5,1,5,0.17,0.36
3060910,2,2,1,0.50,0.14
3060988,9,3,1,0.25,0.64
3061009,7,3,1,0.30,0.50
3061218,2,1,1,0.33,0.14
3061955,0,2,1,1.00,0.00
3062399,1,1,2,0.50,0.07
3062837,0,1,1,1.00,0.00
3062895,1,5,2,0.83,0.07
3062961,20,1,7,0.05,1.43
3063633,1,1,2,0.50,0.07
3063802,0,3,1,1.00,0.00
3063895,4,1,1,0.20,0.29
3064648,20,2,7,0.09,1.43
3066298,1,1,2,0.50,0.07
3066544,0,1,1,1.00,0.00
3066707,0,1,1,1.00,0.00
3067806,0,1,1,1.00,0.00
3069241,1,1,2,0.50,0.07
3069307,0,4,1,1.00,0.00
3069696,4,1,1,0.20,0.29
3070154,6,1,1,0.14,0.43
3071182,13,4,3,0.24,0.93
3071187,0,2,1,1.00,0.00
3071313,4,1,1,0.20,0.29
3071446,11,1,1,0.08,0.79
3071564,1,2,2,0.67,0.07
3071566,7,1,1,0.13,0.50
3072347,1,1,2,0.50,0.07
3072392,5,2,5,0.29,0.36
3072624,1,2,2,0.67,0.07
3072686,1,1,2,0.50,0.07
3074931,11,1,1,0.08,0.79
3075739,11,1,1,0.08,0.79
3075879,3,1,1,0.25,0.21
3075937,0,1,1,1.00,0.00
3076671,3,1,1,0.25,0.21
3077420,0,3,1,1.00,0.00
3078028,1,2,2,0.67,0.07
3079810,11,2,1,0.15,0.79
3079824,6,1,1,0.14,0.43
3080133,18,2,2,0.10,1.29
3080612,1,1,2,0.50,0.07
3081417,3,1,1,0.25,0.21
3081562,2,1,1,0.33,0.14
3081940,8,6,1,0.43,0.57
3081974,2,1,1,0.33,0.14
3082059,0,1,1,1.00,0.00
3082207,21,3,3,0.13,1.50
3082575,2,1,1,0.33,0.14
3082602,3,2,1,0.40,0.21
3083553,8,1,1,0.11,0.57
3085593,4,1,1,0.20,0.29
3086651,15,1,1,0.06,1.07
3086657,1,1,2,0.50,0.07
3087482,0,2,1,1.00,0.00
3087646,14,7,1,0.33,1.00
3088893,4,1,1,0.20,0.29
3088932,4,2,1,0.33,0.29
3089765,2,1,1,0.33,0.14
3089839,8,3,1,0.27,0.57
3090157,8,1,1,0.11,0.57
3090616,2,3,1,0.60,0.14
3091036,8,3,1,0.27,0.57
3091574,2,5,1,0.71,0.14
3092130,1,3,2,0.75,0.07
3092243,5,1,5,0.17,0.36
3092379,2,1,1,0.33,0.14
3092760,7,1,1,0.13,0.50
3092792,2,2,1,0.50,0.14
3093618,16,1,2,0.06,1.14
3093667,2,1,1,0.33,0.14
3093913,5,2,5,0.29,0.36
3094285,0,1,1,1.00,0.00
3094391,12,1,1,0.08,0.86
3094616,1,1,2,0.50,0.07
3094683,11,1,1,0.08,0.79
3094715,23,8,1,0.26,1.64
3094909,17,1,1,0.06,1.21
3094957,16,2,2,0.11,1.14
3094958,12,2,1,0.14,0.86
3095005,0,1,1,1.00,0.00
3095101,1,1,2,0.50,0.07
3095115,1,2,2,0.67,0.07
3095199,1,3,2,0.75,0.07
3095280,0,1,1,1.00,0.00
3095552,10,3,2,0.23,0.71
3095564,0,5,1,1.00,0.00
3095593,5,3,5,0.38,0.36
3095598,9,2,1,0.18,0.64
3095609,5,3,5,0.38,0.36
3095690,0,2,1,1.00,0.00
3095770,1,1,2,0.50,0.07
3095775,6,2,1,0.25,0.43
3095952,3,3,1,0.50,0.21
3096038,1,1,2,0.50,0.07
3096333,3,2,1,0.40,0.21
3096393,46,5,5,0.10,3.29
3097174,1,1,2,0.50,0.07
3097257,3,2,1,0.40,0.21
3097261,18,8,2,0.31,1.29
3099403,2,2,1,0.50,0.14
3100526,1,1,2,0.50,0.07
3101893,0,1,1,1.00,0.00
3102557,1,1,2,0.50,0.07
3103467,1,1,2,0.50,0.07
3103508,11,1,1,0.08,0.79
3103646,6,2,1,0.25,0.43
3103837,3,3,1,0.50,0.21
3104050,9,1,1,0.10,0.64
3104712,14,3,1,0.18,1.00
3105203,7,1,1,0.13,0.50
3106001,4,1,1,0.20,0.29
3106433,7,4,1,0.36,0.50
3106502,1,1,2,0.50,0.07
3106861,0,1,1,1.00,0.00
3109116,7,1,1,0.13,0.50
3109243,5,2,5,0.29,0.36
3109269,8,4,1,0.33,0.57
3109322,10,1,2,0.09,0.71
3109757,12,2,1,0.14,0.86
3109974,9,3,1,0.25,0.64
3110365,0,1,1,1.00,0.00
3110383,10,5,2,0.33,0.71
3111676,12,3,1,0.20,0.86
3112488,12,2,1,0.14,0.86
3116121,1,2,2,0.67,0.07
3117609,0,1,1,1.00,0.00
3118296,2,4,1,0.67,0.14
3118658,2,1,1,0.33,0.14
3119131,17,3,1,0.15,1.21
3119271,2,1,1,0.33,0.14
3120485,0,1,1,1.00,0.00
3120606,4,2,1,0.33,0.29
3123938,6,1,1,0.14,0.43
3123962,6,2,1,0.25,0.43
3124096,5,1,5,0.17,0.36
3124844,9,1,1,0.10,0.64
3124908,9,3,1,0.25,0.64
3125390,24,3,1,0.11,1.71
3125432,7,1,1,0.13,0.50
3126289,10,1,2,0.09,0.71
3126838,1,1,2,0.50,0.07
3127059,17,3,1,0.15,1.21
3127881,2,1,1,0.33,0.14
3128234,0,1,1,1.00,0.00
3128747,4,3,1,0.43,0.29
3128762,6,1,1,0.14,0.43
3129325,10,3,2,0.23,0.71
3129849,0,1,1,1.00,0.00
3131428,69,4,4,0.05,4.93
3131631,10,2,2,0.17,0.71
3132433,2,1,1,0.33,0.14
3132874,6,2,1,0.25,0.43
3132955,16,4,2,0.20,1.14
3133042,0,3,1,1.00,0.00
3133231,13,1,3,0.07,0.93
3133235,0,2,1,1.00,0.00
3133351,3,1,1,0.25,0.21
3133757,6,3,1,0.33,0.43
3133833,2,2,1,0.50,0.14
3133964,0,1,1,1.00,0.00
3133978,13,1,3,0.07,0.93
3134007,13,3,3,0.19,0.93
3135480,6,2,1,0.25,0.43
3135618,3,1,1,0.25,0.21
3136677,0,1,1,1.00,0.00
3137489,0,1,1,1.00,0.00
3138173,10,2,2,0.17,0.71
3138175,13,3,3,0.19,0.93
3138298,5,2,5,0.29,0.36
3138336,3,4,1,0.57,0.21
3138876,11,3,1,0.21,0.79
3139189,0,2,1,1.00,0.00
3139708,1,1,2,0.50,0.07
3140373,0,4,1,1.00,0.00
3140395,6,2,1,0.25,0.43
3140713,8,1,1,0.11,0.57
3141164,0,1,1,1.00,0.00
3141223,7,2,1,0.22,0.50
3141848,0,1,1,1.00,0.00
3142836,5,4,5,0.44,0.36
3143740,3,1,1,0.25,0.21
3144092,2,1,1,0.33,0.14
3144936,0,1,1,1.00,0.00
3145033,12,2,1,0.14,0.86
3145264,5,4,5,0.44,0.36
3145309,0,1,1,1.00,0.00
3145391,0,3,1,1.00,0.00
3145460,13,1,3,0.07,0.93
3145642,6,3,1,0.33,0.43
3146304,3,1,1,0.25,0.21
3147721,1,1,2,0.50,0.07
3148241,13,2,3,0.13,0.93
3149391,10,2,2,0.17,0.71
3149397,14,1,1,0.07,1.00
3149585,2,3,1,0.60,0.14
3149650,0,5,1,1.00,0.00
3149906,7,2,1,0.22,0.50
3150458,5,1,5,0.17,0.36
3150468,8,1,1,0.11,0.57
3150733,48,1,1,0.02,3.43
3150905,2,1,1,0.33,0.14
3150955,9,1,1,0.10,0.64
3151117,7,1,1,0.13,0.50
3151335,4,1,1,0.20,0.29
3151926,4,2,1,0.33,0.29
3151947,2,1,1,0.33,0.14
3151978,2,1,1,0.33,0.14
3152534,8,4,1,0.33,0.57
3152599,6,1,1,0.14,0.43
3153329,4,3,1,0.43,0.29
3153827,2,1,1,0.33,0.14
3153929,5,1,5,0.17,0.36
3153954,0,1,1,1.00,0.00
3154000,2,3,1,0.60,0.14
3154118,2,1,1,0.33,0.14
3154205,5,1,5,0.17,0.36
3154482,23,1,1,0.04,1.64
3154618,23,2,1,0.08,1.64
3154785,0,1,1,1.00,0.00
3155793,18,4,2,0.18,1.29
3156693,9,1,1,0.10,0.64
3156938,2,2,1,0.50,0.14
3157381,7,2,1,0.22,0.50
3157649,0,1,1,1.00,0.00
3157886,4,1,1,0.20,0.29
3157909,1,3,2,0.75,0.07
3158607,2,1,1,0.33,0.14
3158672,11,3,1,0.21,0.79
3158708,1,1,2,0.50,0.07
3159001,13,1,3,0.07,0.93
3161125,9,2,1,0.18,0.64
3161687,2,1,1,0.33,0.14
3161957,3,1,1,0.25,0.21
3162570,10,4,2,0.29,0.71
3162747,5,1,5,0.17,0.36
3162755,4,1,1,0.20,0.29
3162957,6,1,1,0.14,0.43
3163154,8,4,1,0.33,0.57
3163465,0,2,1,1.00,0.00
3163567,13,1,3,0.07,0.93
3163605,13,1,3,0.07,0.93
3164736,1,2,2,0.67,0.07
3165262,2,1,1,0.33,0.14
3166180,1,1,2,0.50,0.07
3166278,15,1,1,0.06,1.07
3166295,13,7,3,0.35,0.93
3166487,9,2,1,0.18,0.64
3166821,9,2,1,0.18,0.64
3167401,11,1,1,0.08,0.79
3167405,2,1,1,0.33,0.14
3167552,3,2,1,0.40,0.21
3167982,0,1,1,1.00,0.00
3168241,1,1,2,0.50,0.07
3168545,7,1,1,0.13,0.50
3168762,17,3,1,0.15,1.21
3168969,3,1,1,0.25,0.21
3169939,9,4,1,0.31,0.64
3171784,0,1,1,1.00,0.00
3171991,7,2,1,0.22,0.50
3173155,7,5,1,0.42,0.50
3173165,0,1,1,1.00,0.00
3173281,7,3,1,0.30,0.50
3174382,6,1,1,0.14,0.43
3175109,1,3,2,0.75,0.07
3175313,15,2,1,0.12,1.07
3175685,8,1,1,0.11,0.57
3175690,0,1,1,1.00,0.00
3175778,2,1,1,0.33,0.14
3176079,2,1,1,0.33,0.14
3176848,3,1,1,0.25,0.21
3177122,9,1,1,0.10,0.64
3177429,0,1,1,1.00,0.00
3177768,2,1,1,0.33,0.14
3177778,0,1,1,1.00,0.00
3177987,3,1,1,0.25,0.21
3178034,2,1,1,0.33,0.14
3178988,5,1,5,0.17,0.36
3179237,11,3,1,0.21,0.79
3179284,14,8,1,0.36,1.00
3179796,2,2,1,0.50,0.14
3180818,0,1,1,1.00,0.00
3181009,0,1,1,1.00,0.00
3182200,1,1,2,0.50,0.07
3182512,3,3,1,0.50,0.21
3183104,4,1,1,0.20,0.29
3185195,10,2,2,0.17,0.71
3186701,9,3,1,0.25,0.64
3186916,0,1,1,1.00,0.00
3187159,14,2,1,0.13,1.00
3189021,3,1,1,0.25,0.21
3189093,1,1,2,0.50,0.07
3189509,1,6,2,0.86,0.07
3189594,6,4,1,0.40,0.43
3189687,1,1,2,0.50,0.07
3189837,13,1,3,0.07,0.93
3189843,14,2,1,0.13,1.00
3189872,3,1,1,0.25,0.21
3190772,2,1,1,0.33,0.14
3192407,9,1,1,0.10,0.64
3193479,1,4,2,0.80,0.07
3194763,0,2,1,1.00,0.00
3194887,2,1,1,0.33,0.14
3195270,3,1,1,0.25,0.21
3195785,14,2,1,0.13,1.00
3196059,1,1,2,0.50,0.07
3196122,0,1,1,1.00,0.00
3196292,7,3,1,0.30,0.50
3196411,13,2,3,0.13,0.93
3196787,1,1,2,0.50,0.07
3197131,5,1,5,0.17,0.36
3198159,10,1,2,0.09,0.71
3198731,1,1,2,0.50,0.07
3199202,1,1,2,0.50,0.07
3199369,3,1,1,0.25,0.21
3199396,2,1,1,0.33,0.14
3201406,21,8,3,0.28,1.50
3201525,0,2,1,1.00,0.00
3201580,0,1,1,1.00,0.00
3201898,14,3,1,0.18,1.00
3202106,2,3,1,0.60,0.14
3202145,0,1,1,1.00,0.00
3202153,2,1,1,0.33,0.14
3202166,0,1,1,1.00,0.00
3202288,9,1,1,0.10,0.64
3202299,4,1,1,0.20,0.29
3202397,19,1,1,0.05,1.36
3202449,1,1,2,0.50,0.07
3202598,4,2,1,0.33,0.29
3202621,9,1,1,0.10,0.64
3202636,18,2,2,0.10,1.29
3202716,19,2,1,0.10,1.36
3202750,5,2,5,0.29,0.36
3202997,1,1,2,0.50,0.07
3203094,1,1,2,0.50,0.07
3203760,8,1,1,0.11,0.57
3204069,1,1,2,0.50,0.07
3204263,3,1,1,0.25,0.21
3204440,6,1,1,0.14,0.43
3205195,13,2,3,0.13,0.93
3205710,0,1,1,1.00,0.00
3205856,1,1,2,0.50,0.07
3206673,0,2,1,1.00,0.00
3206861,7,2,1,0.22,0.50
3207254,5,1,5,0.17,0.36
3207315,11,4,1,0.27,0.79
3207322,1,1,2,0.50,0.07
3208076,2,1,1,0.33,0.14
3208166,13,1,3,0.07,0.93
3208652,0,1,1,1.00,0.00
3208923,0,1,1,1.00,0.00
3209149,1,1,2,0.50,0.07
3209218,1,1,2,0.50,0.07
3209302,0,2,1,1.00,0.00
3209859,3,1,1,0.25,0.21
3210053,11,2,1,0.15,0.79
3210726,11,1,1,0.08,0.79
3211374,22,2,1,0.08,1.57
3212155,0,1,1,1.00,0.00
3212550,2,1,1,0.33,0.14
3212557,6,2,1,0.25,0.43
3213140,15,1,1,0.06,1.07
3213494,6,3,1,0.33,0.43
3214237,1,3,2,0.75,0.07
3214790,17,1,1,0.06,1.21
3215083,1,1,2,0.50,0.07
3215493,0,1,1,1.00,0.00
3216100,11,3,1,0.21,0.79
3216171,7,2,1,0.22,0.50
3216217,6,2,1,0.25,0.43
3216331,17,1,1,0.06,1.21
3216459,4,2,1,0.33,0.29
3216469,0,1,1,1.00,0.00
3216492,0,4,1,1.00,0.00
3216562,7,1,1,0.13,0.50
3216684,12,1,1,0.08,0.86
3216775,1,1,2,0.50,0.07
3216812,10,7,2,0.41,0.71
3216839,2,1,1,0.33,0.14
3216954,6,2,1,0.25,0.43
3217115,1,3,2,0.75,0.07
3217120,1,2,2,0.67,0.07
3217179,6,1,1,0.14,0.43
3217292,3,1,1,0.25,0.21
3217367,10,1,2,0.09,0.71
3217369,0,1,1,1.00,0.00
3217484,7,1,1,0.13,0.50
3217780,2,3,1,0.60,0.14
3217965,4,1,1,0.20,0.29
3218349,6,3,1,0.33,0.43
3218627,13,1,3,0.07,0.93
3218674,2,2,1,0.50,0.14
3218772,3,1,1,0.25,0.21
3218799,17,1,1,0.06,1.21
3218844,2,1,1,0.33,0.14
3219069,2,1,1,0.33,0.14
3219613,2,2,1,0.50,0.14
3219889,1,3,2,0.75,0.07
3220311,4,1,1,0.20,0.29
3221357,11,2,1,0.15,0.79
3221941,1,3,2,0.75,0.07
3222346,0,1,1,1.00,0.00
3222362,6,1,1,0.14,0.43
3222421,11,1,1,0.08,0.79
3222520,0,1,1,1.00,0.00
3222809,0,2,1,1.00,0.00
3222845,1,1,2,0.50,0.07
3223056,2,1,1,0.33,0.14
3223199,10,2,2,0.17,0.71
3223346,6,3,1,0.33,0.43
3223684,0,2,1,1.00,0.00
3223790,25,4,2,0.14,1.79
3223810,0,1,1,1.00,0.00
3223904,0,1,1,1.00,0.00
3224468,6,2,1,0.25,0.43
3224740,1,1,2,0.50,0.07
3224856,2,1,1,0.33,0.14
3225535,0,1,1,1.00,0.00
3226157,15,1,1,0.06,1.07
3226965,5,1,5,0.17,0.36
3227128,4,2,1,0.33,0.29
3227686,1,3,2,0.75,0.07
3227841,3,1,1,0.25,0.21
3228402,3,2,1,0.40,0.21
3228565,5,1,5,0.17,0.36
3228603,0,1,1,1.00,0.00
3228813,1,1,2,0.50,0.07
3229320,0,2,1,1.00,0.00
3230374,7,1,1,0.13,0.50
3231726,6,2,1,0.25,0.43
3232102,1,2,2,0.67,0.07
3232294,6,1,1,0.14,0.43
3232312,4,1,1,0.20,0.29
3232314,15,1,1,0.06,1.07
3232598,1,1,2,0.50,0.07
3232907,4,3,1,0.43,0.29
3233029,11,1,1,0.08,0.79
3233032,7,2,1,0.22,0.50
3233151,0,2,1,1.00,0.00
3233161,2,1,1,0.33,0.14
3233235,0,3,1,1.00,0.00
3233242,0,1,1,1.00,0.00
3233296,7,1,1,0.13,0.50
3233803,2,3,1,0.60,0.14
3234015,2,1,1,0.33,0.14
3234413,5,4,5,0.44,0.36
3235168,5,2,5,0.29,0.36
3236965,1,1,2,0.50,0.07
3237082,14,2,1,0.13,1.00
3237098,11,2,1,0.15,0.79
3237685,2,2,1,0.50,0.14
3238450,3,1,1,0.25,0.21
3239034,0,2,1,1.00,0.00
3239707,4,1,1,0.20,0.29
3240246,1,1,2,0.50,0.07
3240327,19,9,1,0.32,1.36
3240613,1,1,2,0.50,0.07
3240624,1,1,2,0.50,0.07
3241301,0,3,1,1.00,0.00
3243248,1,1,2,0.50,0.07
3243478,26,1,4,0.04,1.86
3244012,0,1,1,1.00,0.00
3244015,1,3,2,0.75,0.07
3244375,16,2,2,0.11,1.14
3244376,7,2,1,0.22,0.50
